ArticleTitle,ArticleID,Fund,WinningBid 
Dell PC/Monitor Combo,97893,General Fund,$27.00 
Dell PC/Monitor Combo,97894,General Fund,$20.00 
Dell PC/Monitor Combo,97895,General Fund,$17.00 
Dell PC/Monitor Combo,97898,General Fund,$35.00 
Dell PC/Monitor Combo,97900,General Fund,$38.00 
File Cabinet,97901,General Fund,$14.25 
File Cabinet,97902,General Fund,$11.01 
Table,97906,General Fund,$21.00 
Table,97907,General Fund,$18.00 
Table,97908,General Fund,$23.06 
Table,97909,General Fund,$2.00 
Dolly,97911,Enterprise,$62.00 
Federal Signal Siren Amps (Emergency Provider Only),97912,Enterprise,$13.00 
Dell Printer,97924,General Fund,$69.00 
Dell Printer,97925,General Fund,$13.57 
HP Printer,97927,General Fund,$4.50 
Frigidaire Refrigerator,97928,Enterprise,$56.05 
2005 Nissan Quest,97931,Enterprise,$2535.00 
2011 GMC Yukon,97932,Enterprise,$12615.00 
2004 Chevrolet Impala,97933,Enterprise,$1100.01 
4 Blu-ray's & 31 DVD's w/Rack,97516,Enterprise,$76.00 
8 Playstation 2 Games,97521,Enterprise,$29.00 
2 Playstation 3 Games,97522,Enterprise,$5.00 
"Remington 3/4"" Curl Styler",97525,Enterprise,$11.00 
"Intec 5.4"" Color Game Screen for PS2",97527,Enterprise,$27.00 
Starter Fleece Hoodie & Pants,97536,Enterprise,$32.00 
Refrigerator,97598,General Fund,$23.00 
2 Signal Master Amber Light Bars,97692,Enterprise,$73.00 
Table,97714,General Fund,$11.13 
Lateral File Cabinet,97716,General Fund,$88.00 
End Table,97733,General Fund,$4.00 
Western Digital 1TB Hard Drive,97746,Enterprise,$21.00 
Samick Powered Mixer,97749,Enterprise,$155.00 
Echo Trimmer String,97773,Enterprise,$50.00 
Plant,97793,General Fund,$2.00 
2 Coat Racks,97794,General Fund,$11.13 
Pumps & Motors,97799,General Fund,$109.01 
Cummings Generator,97800,General Fund,$1625.00 
Wright Speedway Hoist,97805,Enterprise,$200.01 
Wright American Hoist,97806,Enterprise,$200.01 
Office Electronics,97820,General Fund,$33.00 
Table,97832,General Fund,$3.01 
Table,97834,General Fund,$7.00 
Table,97835,General Fund,$3.00 
Table,97836,General Fund,$1.00 
2 Scales,97843,Enterprise,$23.00 
Scale,97844,Enterprise,$9.20 
Pan Rack,97849,Enterprise,$17.00 
Tea Set,97850,Enterprise,$108.00 
6 Chairs,97855,General Fund,$15.14 
6 Chairs,97856,General Fund,$11.00 
4 Chairs,97857,General Fund,$3.80 
Yamaha Mixing Console,97863,General Fund,$296.01 
Dell Computer,97864,General Fund,$44.00 
Dell Computer,97865,General Fund,$43.00 
Dell Computer,97866,General Fund,$43.00 
Dell Computer,97867,General Fund,$54.09 
Dell Computer,97868,General Fund,$50.00 
Dell Computer,97869,General Fund,$53.00 
Minolta Binoculars,97874,Enterprise,$28.95 
Minolta Binoculars,97875,Enterprise,$25.26 
Minolta Binoculars,97877,Enterprise,$27.00 
3 Pair of Binoculars,97881,Enterprise,$6.02 
Monitor,97883,General Fund,$8.55 
"Samsung 51"" Plasma TV",97885,Enterprise,$155.00 
Chair,97886,General Fund,$1.00 
"Samsung 51"" Plasma TV",97890,Enterprise,$175.00 
Dell PC/Monitor Combo,97892,General Fund,$23.00 
Dell PC/Monitor Combo,97896,General Fund,$27.00 
Dell PC/Monitor Combo,97897,General Fund,$21.00 
Dell PC/Monitor Combo,97899,General Fund,$21.00 
Russ Bassett File Cabinet,97904,General Fund,$10.00 
CD Rack,97913,General Fund,$7.01 
Cardboard Boxes,97914,General Fund,$116.00 
Framed Picture,97915,General Fund,$6.00 
Framed Picture,97916,General Fund,$6.00 
Framed Picture,97917,General Fund,$6.00 
Framed Picture,97918,General Fund,$6.00 
Framed Picture,97919,General Fund,$7.00 
Framed Picture,97920,General Fund,$8.00 
Picture,97921,General Fund,$1.00 
Picture,97922,General Fund,$1.00 
Picture,97923,General Fund,$1.00 
Square D Electrical Panel,97929,Enterprise,$4.00 
Square D Electrical Panel,97930,Enterprise,$16.00 
2014 Chevrolet Impala,97934,Enterprise,$4225.00 
2004 Thomas School Bus,97935,Enterprise,$1325.00 
Jordan Tennis Shoes - Size 11,97937,Enterprise,$46.01 
Jordan Tennis Shoes - Size 11,97938,Enterprise,$125.00 
Jordan Tennis Shoes - Size 11,97939,Enterprise,$151.01 
Jordan Tennis Shoes - Size 11,97940,Enterprise,$68.00 
Jordan Tennis Shoes - Size 11,97941,Enterprise,$25.00 
Jordan Tennis Shoes - Size 11,97942,Enterprise,$32.00 
Jordan Tennis Shoes - Size 11,97944,Enterprise,$135.00 
Jordan Tennis Shoes - Size 10 1/2,97945,Enterprise,$181.01 
"Hisense 40"" LED TV",97946,Enterprise,$157.00 
"Samsung 40"" LED TV",97947,Enterprise,$130.00 
2 Weight Stands w/Weights,97949,Enterprise,$94.00 
Weight Bar w/Assorted Weights,97950,Enterprise,$195.00 
Weider Club Work Out Gym Set,97951,Enterprise,$190.00 
Horizon Elliptical Machine,97952,Enterprise,$25.00 
Weight Bench,97953,Enterprise,$103.00 
Gateway Laptop,97954,Enterprise,$25.00 
Dell Monitor,97955,Enterprise,$13.00 
"Samsung 43"" Plasma TV",97956,Enterprise,$96.00 
"Samsung 43"" Plasma TV",97957,Enterprise,$57.00 
"Samsung 43"" Plasma TV",97958,Enterprise,$93.00 
"Sanyo 55"" LCD TV",97959,Enterprise,$362.44 
"Marantz 50"" Plasma Monitor",97960,Enterprise,$10.11 
3 Televisions,97961,Enterprise,$15.01 
Nintendo Wii,97962,Enterprise,$52.00 
Jordan Tennis Shoes Size: 11,97964,Enterprise,$58.00 
Jordan Tennis Shoes Size: 11,97968,Enterprise,$24.00 
Jordan Tennis Shoes Size: 11,97969,Enterprise,$42.00 
Jordan Tennis Shoes Size: 11,97970,Enterprise,$68.00 
Jordan Tennis Shoes Size: 11,97971,Enterprise,$81.00 
Jordan Tennis Shoes Size: 11,97972,Enterprise,$94.00 
Jordan Tennis Shoes Size: 10-1/2,97973,Enterprise,$52.00 
Chaise Lounge Chair,97974,Enterprise,$138.00 
Chaise Lounge Chair,97975,Enterprise,$209.00 
300 Small Student Chairs,97977,Enterprise,$108.00 
Beats by Dr. Dre Head Phones,97978,Enterprise,$111.00 
Flips Audio Head Phones,97979,Enterprise,$42.00 
2 Cobra Walkie Talkies,97980,Enterprise,$47.00 
2 Lorex Digital Wireless Cameras,97981,Enterprise,$62.00 
Canon EOS 7D Digital Camera,97982,Enterprise,$570.00 
Apple iPad,97983,Enterprise,$103.00 
XBox 360,97985,Enterprise,$33.00 
Sony Laptop,97986,Enterprise,$283.00 
Swann Security System,97987,Enterprise,$218.00 
Table,97988,General Fund,$1.00 
Table,97989,General Fund,$6.00 
Table,97990,General Fund,$6.00 
Hoover Steam Vac,97991,Enterprise,$27.00 
Popcorn Popper w/Stand,97993,Enterprise,$130.00 
3 Chairs,97994,General Fund,$4.00 
Binders,97995,General Fund,$4.00 
2 Chairs,97996,General Fund,$1.00 
2 Chairs,97997,General Fund,$5.30 
3 Chairs,97998,General Fund,$2.00 
Lamp,97999,General Fund,$11.00 
Office Supplies,98008,General Fund,$21.00 
Dell Laptop,98009,General Fund,$84.00 
Dell Laptop,98010,General Fund,$88.05 
Dell Laptop,98011,General Fund,$118.50 
Magna 15-Speed Bicycle,98012,General Fund,$27.00 
GMC 21-Speed Bicycle,98013,General Fund,$57.00 
Breezer 24-Speed Bicycle,98014,General Fund,$209.00 
Next 14-Speed Bicycle,98015,General Fund,$21.00 
Pacific 21-Speed Bicycle,98016,General Fund,$25.00 
Nishiki 21-Speed Bicycle,98017,General Fund,$53.00 
Huffy 18-Speed Bicycle,98018,General Fund,$6.00 
Diamond Back Bicycle,98019,General Fund,$39.00 
Kent Bicycle,98020,General Fund,$47.00 
Kent Bicycle,98021,General Fund,$42.00 
Freezer,98022,Enterprise,$135.99 
Refrigerator,98023,Enterprise,$106.01 
Ice Cream Box,98024,Enterprise,$2.00 
Ice Maker,98025,Enterprise,$640.00 
Mixer,98026,Enterprise,$481.00 
Mixer,98027,Enterprise,$870.00 
Eye Wash & Shower Pole,98028,Enterprise,$16.00 
Copier,98029,Enterprise,$113.00 
Copier,98030,Enterprise,$121.01 
Copier,98031,Enterprise,$1.00 
2 Enhanced Vision Monitors,98032,Enterprise,$115.00 
Step Machine,98033,Enterprise,$37.00 
Laminator,98034,Enterprise,$3.00 
Michael Kors Purse & Wallet,98036,Enterprise,$80.02 
Michael Kors Purse & Wallet,98037,Enterprise,$71.02 
Michael Kors Wallet,98038,Enterprise,$47.00 
Tool Box w/Tools,98039,Enterprise,$54.26 
Innova Car Scan,98040,Enterprise,$201.00 
AmBico Bag w/Camera Accessories,98041,Enterprise,$32.60 
Hilti Angle Grinder,98042,Enterprise,$21.00 
"Black & Decker 1/2"" Electric Impact Wrench",98043,Enterprise,$29.02 
DeWalt VSR Versa-Clutch Screwdriver,98044,Enterprise,$20.00 
Electric Impact Wrench,98045,Enterprise,$42.00 
Harley Davidson Purse,98047,Enterprise,$18.00 
Wallet,98048,Enterprise,$2.00 
Wallet,98049,Enterprise,$2.00 
Wallet,98050,Enterprise,$6.00 
Filo Fax Personal Organizer,98051,Enterprise,$4.00 
Street Level Purse,98052,Enterprise,$6.00 
Purse,98053,Enterprise,$5.00 
Chanel Body Spray,98054,Enterprise,$48.00 
2 Oral-B Toothbrushes,98055,Enterprise,$18.00 
Prann Body Scrub,98056,Enterprise,$11.00 
Traulsen Freezer,98058,Enterprise,$20.00 
Southbend Steamer,98059,Enterprise,$78.00 
True Refrigerator,98060,Enterprise,$37.00 
Hoshizaki Ice Machine,98061,Enterprise,$311.00 
Hoshizaki Ice Machine,98062,Enterprise,$311.00 
Table,98063,General Fund,$19.57 
Round Table,98067,General Fund,$1.00 
Onkyo Receiver,98068,Enterprise,$97.99 
Apex DVD Player,98070,Enterprise,$13.00 
Sony Blu-ray Player,98071,Enterprise,$28.44 
RCA Blu-ray Player,98072,Enterprise,$10.50 
"Dynex 60"" Tripod",98075,Enterprise,$22.01 
2 PS3 Controllers,98076,Enterprise,$6.99 
Compaq Laptop,98077,Enterprise,$48.00 
Desk,98081,General Fund,$77.45 
Desk,98082,General Fund,$78.00 
2005 CM Dakota 2 Stall Horse Trailer,98083,General Fund,$2425.00 
2005 CM Dakota 2 Stall Horse Trailer,98084,General Fund,$2425.00 
2008 Ford F-550,98085,Enterprise,$6350.00 
2009 Chevolet Impala,98086,Enterprise,$164.00 
Desk,98087,General Fund,$77.46 
Desk,98088,General Fund,$78.00 
Table,98090,General Fund,$1.00 
Credenza,98091,General Fund,$47.00 
Credenza,98092,General Fund,$47.00 
Credenza,98093,General Fund,$42.00 
Credenza,98094,General Fund,$57.00 
Credenza,98095,General Fund,$16.00 
Credenza,98096,General Fund,$16.00 
Office Chair,98101,General Fund,$7.40 
Battery Cart,98102,Enterprise,$42.00 
3 Ticket Booths,98104,Enterprise,$395.01 
2 PS4 Games,98105,Enterprise,$11.00 
Toshiba Laptop,98107,Enterprise,$91.00 
Whirlpool Washer & Dryer,98109,Enterprise,$225.46 
Dell Computer,98110,General Fund,$90.88 
Dell Computer,98111,General Fund,$84.00 
Dell Computer,98112,General Fund,$79.88 
Dell Computer,98113,General Fund,$81.01 
Dell Computer,98114,General Fund,$82.01 
Dell Computer,98115,General Fund,$68.00 
Dell Computer,98116,General Fund,$68.00 
Dell Computer,98117,General Fund,$68.00 
Dell Laptop,98118,General Fund,$106.00 
Dell Laptop,98119,General Fund,$68.00 
Dell Laptop,98121,General Fund,$74.04 
Dell Laptop,98123,General Fund,$64.00 
Dell Laptop,98124,General Fund,$68.00 
Dell Laptop,98126,General Fund,$68.00 
2 Chairs,98127,General Fund,$4.00 
Copier,98128,General Fund,$83.00 
Printer,98129,Enterprise,$52.00 
Black & Decker Electric Weed Eater,98132,Enterprise,$13.26 
Husky Tool Bag w/Tools,98133,Enterprise,$35.00 
Winter Collection Gloves,98134,Enterprise,$5.01 
Bongo Sandals,98137,Enterprise,$3.76 
Bongo Sandals,98138,Enterprise,$4.91 
Bongo Sandals,98139,Enterprise,$2.51 
Route 66 Sandals,98140,Enterprise,$4.56 
Route 66 Women's Shorts,98141,Enterprise,$2.00 
2 Joe Boxer Women's Boxers,98142,Enterprise,$4.00 
2 Bongo Head Wraps,98143,Enterprise,$12.00 
Joe Boxer Girls Romper,98144,Enterprise,$1.00 
Disney Girls Shirt,98145,Enterprise,$3.01 
Stranded Women's Shirt,98146,Enterprise,$2.50 
Route 66 Women's Shirt,98147,Enterprise,$1.00 
Bongo Dress,98148,Enterprise,$1.00 
Main Stays Bath Set,98149,Enterprise,$24.00 
Table,98152,General Fund,$4.00 
Cabinet,98153,General Fund,$33.02 
File Cabinet,98154,General Fund,$16.00 
File Cabinet,98155,General Fund,$20.30 
File Cabinet,98156,General Fund,$21.00 
CVap,98157,Enterprise,$411.00 
CVap,98158,Enterprise,$431.00 
CVap,98159,Enterprise,$106.00 
2 Rolling Carts,98161,Enterprise,$240.00 
2 Rolling Carts,98162,Enterprise,$150.00 
Cashier,98163,Enterprise,$103.00 
Sink,98164,Enterprise,$132.50 
Samsung Speaker,98166,Enterprise,$27.00 
Acer Laptop,98167,Enterprise,$32.00 
Lenovo Laptop,98168,Enterprise,$117.00 
Lenovo Laptop,98169,Enterprise,$42.00 
LG DVD Player,98170,Enterprise,$11.00 
5 Yamaha Surround Sound Speakers,98171,Enterprise,$34.00 
XBox 360,98172,Enterprise,$36.35 
Canon Printer,98174,Enterprise,$14.26 
File Cabinet,98176,Enterprise,$15.99 
Copier,98177,Enterprise,$173.00 
File Cabinet,98180,General Fund,$11.00 
4 Chairs,98181,General Fund,$37.00 
2 Chairs,98182,General Fund,$27.00 
2 Chairs,98183,General Fund,$12.26 
Chair,98184,General Fund,$28.15 
Double Oven,98185,Enterprise,$1301.00 
Freezer,98186,Enterprise,$382.00 
Ice Maker,98187,Enterprise,$411.00 
Slide,98188,Enterprise,$240.00 
Office Electronics,98190,General Fund,$26.50 
Michael Kors Wallet,98193,Enterprise,$27.00 
Michael Kors Wallet,98194,Enterprise,$86.00 
Michael Kors Purse & Wallet,98195,Enterprise,$73.00 
Lug Wrench,98197,Enterprise,$8.00 
Auto Craft 2.25-Ton Floor Jack,98198,Enterprise,$51.00 
"Chicago 7"" Tile Saw",98199,Enterprise,$43.00 
Bose Bluetooth Mobile Speaker,98201,Enterprise,$128.00 
Canon Digital Camera,98202,Enterprise,$169.01 
"Work Foce 24"" Bolt Cutters",98203,Enterprise,$27.00 
File Cabinet,98204,General Fund,$37.13 
2 Camcorders,98205,General Fund,$156.00 
Camcorder,98206,General Fund,$34.52 
File Cabinet,98207,General Fund,$83.00 
File Cabinet,98208,General Fund,$70.00 
File Cabinet,98209,General Fund,$24.02 
File Cabinet,98210,General Fund,$24.02 
File Cabinet,98211,General Fund,$32.00 
File Cabinet,98212,General Fund,$35.01 
Cabinet,98213,General Fund,$1.00 
Cabinet,98214,General Fund,$20.13 
Table,98215,General Fund,$12.00 
Television,98217,General Fund,$38.00 
Perforated Paper,98218,General Fund,$185.99 
Monitor,98219,General Fund,$5.00 
Monitor,98220,General Fund,$4.00 
Monitor,98221,General Fund,$4.00 
Monitor,98222,General Fund,$4.00 
Chair,98223,General Fund,$71.88 
4 Chairs,98224,General Fund,$6.00 
2 Chairs,98225,General Fund,$20.00 
Chair,98231,General Fund,$6.00 
5 Chairs,98233,General Fund,$19.00 
Table,98235,General Fund,$22.01 
Table,98236,General Fund,$1.00 
Coffee Table,98238,General Fund,$6.00 
Refrigerator,98241,General Fund,$7.01 
2005 Honda Civic,98242,Enterprise,$1375.00 
2 Bar Stools,98243,Enterprise,$25.00 
2 Bar Stools,98244,Enterprise,$25.00 
2006 Infiniti M45,98245,Enterprise,$3125.60 
2 Bar Stools,98246,Enterprise,$26.00 
2 Bar Stools,98247,Enterprise,$26.00 
2 Bar Stools,98248,Enterprise,$25.00 
2 Bar Stools,98249,Enterprise,$16.01 
2004 Chevrolet Tahoe,98250,Enterprise,$4025.00 
2 Bar Stools,98251,Enterprise,$25.00 
2 Bar Stools,98252,Enterprise,$25.00 
2 Bar Stools,98253,Enterprise,$25.00 
2 Bar Stools,98254,Enterprise,$21.00 
2005 Mercury Montego,98255,Enterprise,$945.00 
2001 Honda CBR 929RR,98256,Enterprise,$1745.99 
2004 Thomas School Bus,98258,Enterprise,$2351.10 
2004 Thomas School Bus,98259,Enterprise,$1701.01 
2004 Thomas School Bus,98260,Enterprise,$1680.00 
5 Dollies,98261,Enterprise,$132.00 
White Industries Battery Charger,98262,Enterprise,$73.00 
Harper Dolly,98264,Enterprise,$28.01 
Dayton Pallet Jack,98268,Enterprise,$78.85 
5 Extron Control Systems,98269,General Fund,$25.00 
Cart,98270,General Fund,$3.20 
Nike Tennis Shoes Size: 11.5,98273,Enterprise,$84.00 
Nike Tennis Shoes Size: 11.5,98275,Enterprise,$35.00 
Nike Tennis Shoes Size: 11.5,98276,Enterprise,$83.99 
Nike Tennis Shoes Size: 11,98277,Enterprise,$32.01 
Nike Tennis Shoes Size: 11,98278,Enterprise,$27.01 
Nike Tennis Shoes Size: 11,98279,Enterprise,$51.57 
Nike Tennis Shoes Size: 11,98280,Enterprise,$35.01 
Jordan Tennis Shoes Size: 11,98283,Enterprise,$160.00 
Jordan Tennis Shoes Size: 11,98284,Enterprise,$89.01 
Jordan Tennis Shoes Size: 11,98287,Enterprise,$132.00 
Jordan Tennis Shoes Size: 11,98288,Enterprise,$75.99 
Jordan Tennis Shoes Size: 11,98289,Enterprise,$70.01 
Serving Line,98293,Enterprise,$239.00 
Razor Electric Scooter,98294,Enterprise,$91.00 
Milwaukee Electric Sawzall,98295,Enterprise,$50.01 
DeWalt Electric Reciprocating Saw,98296,Enterprise,$73.00 
Pedaltrain Case,98297,Enterprise,$30.00 
Crescent Tool Kit,98298,Enterprise,$25.42 
Power Station Jump Starter,98299,Enterprise,$37.00 
Ridgid Round Head Framing Nailer,98302,Enterprise,$32.00 
"Delta 10"" Compound Power Miter Saw",98303,Enterprise,$59.01 
DeWalt Bag w/Assorted Tools,98304,Enterprise,$32.00 
DeWalt Bag w/2 Impact Drivers,98307,Enterprise,$32.00 
"Campbell Hausfeld 1/2"" Impact Wrench",98308,Enterprise,$42.00 
"Campbell Hausfeld 3/8"" Air Ratched",98309,Enterprise,$42.00 
Makita Impact Driver,98310,Enterprise,$47.05 
"Dell 20"" Monitor",98311,Enterprise,$41.13 
"Dell 20"" Monitor",98312,Enterprise,$32.13 
Velux Skylight,98313,Enterprise,$69.00 
Table,98317,General Fund,$1.00 
"Hero 24"" Rims",98319,Enterprise,$530.00 
Construction Supplies,98320,Enterprise,$22.01 
JVC Stereo Receiver,98322,Enterprise,$75.44 
Sony DVD Home Theater System,98323,Enterprise,$68.01 
American Craftsman Double Hung Window,98325,Enterprise,$30.01 
Masonite Wooden Door,98326,Enterprise,$50.01 
Pendant Light Fixture,98327,Enterprise,$20.00 
Pendant Light Fixture,98328,Enterprise,$20.00 
Valinge Laminate Flooring,98330,Enterprise,$13.99 
Speaker Box,98331,Enterprise,$6.00 
Glacier Bay Bathroom Faucet,98332,Enterprise,$35.00 
Ridgid Collated Screwdriver,98333,Enterprise,$42.00 
"24"" Bolt Cutters",98334,Enterprise,$7.00 
Laser Labs Tint Meter,98335,Enterprise,$21.00 
"10"" Kicker Subwoofers w/Kenwood Amplifier",98336,Enterprise,$115.00 
Tool Box w/Tools,98343,Enterprise,$42.00 
Husqvarna Back Pack Blower,98344,Enterprise,$160.01 
"Ryobi 7-1/4"" Miter Saw",98346,Enterprise,$43.00 
"Samsung 51"" Plasma Smart TV",98372,Enterprise,$202.18 
"Samsung 46"" LED TV",98375,Enterprise,$150.00 
1998 Chevrolet Astro,98376,Enterprise,$1325.00 
"Samsung 32"" LED Smart TV",98377,Enterprise,$103.00 
"Samsung 32"" LCD TV",98378,Enterprise,$62.00 
"Samsung 22"" LED TV",98381,Enterprise,$54.02 
2001 Dodge Durango,98382,Enterprise,$1205.00 
1999 Honda Civic,98383,Enterprise,$1728.59 
2006 Honda Ridgeline,98384,Enterprise,$3333.01 
Federal Signal Siren Amps (Emergency Provider Only),98385,Enterprise,$25.00 
Book Case,97910,General Fund,$21.00 
Jordan Tennis Shoes - Size 11,97936,Enterprise,$57.00 
Jordan Tennis Shoes - Size 11,97943,Enterprise,$16.00 
Jordan Tennis Shoes Size: 11,97966,Enterprise,$32.00 
Jordan Tennis Shoes Size: 11,97967,Enterprise,$140.00 
Jordan Tennis Shoes - Size: 6Y,97992,Enterprise,$3.00 
Monitor,98007,General Fund,$1.00 
Lamp,98035,Enterprise,$3.00 
2 Panasonic Speakers,98069,Enterprise,$8.00 
Kole 600 watt Amp,98073,Enterprise,$11.00 
Desk,98078,General Fund,$1.00 
Desk,98079,General Fund,$1.00 
Desk,98080,General Fund,$1.00 
Chair,98099,General Fund,$1.00 
Chair,98100,General Fund,$1.00 
Apple iPad 2,98106,Enterprise,$125.50 
Dell Laptop,98120,General Fund,$63.01 
Dell Laptop,98122,General Fund,$63.01 
Dell Laptop,98125,General Fund,$52.01 
"Holmes 16"" Stand Fan",98131,Enterprise,$23.26 
Joe Boxer Toddler Shoes,98135,Enterprise,$2.50 
Joe Boxer Toddler Shoes,98136,Enterprise,$2.50 
Table,98150,General Fund,$1.00 
Table,98151,General Fund,$1.00 
Hatco Warmer,98165,Enterprise,$263.00 
Canon Printer,98173,Enterprise,$9.25 
Table,98392,Enterprise,$12.00 
Chair Rail w/Chairs,98175,Enterprise,$100.00 
Shelf,98178,General Fund,$4.00 
File Cabinet,98179,General Fund,$24.02 
4 End Tables,98189,General Fund,$12.00 
Fan,98216,General Fund,$11.00 
3 Chairs,98226,General Fund,$1.00 
4 Chairs,98227,General Fund,$11.00 
4 Chairs,98228,General Fund,$10.01 
Chair,98229,General Fund,$3.20 
Chair,98230,General Fund,$3.00 
4 Chairs,98232,General Fund,$9.00 
4 Chairs,98234,General Fund,$10.00 
Table,98237,General Fund,$1.00 
Desk,98239,General Fund,$5.01 
Milwaukee Dolly,98263,Enterprise,$28.10 
Dayton Dolly,98266,Enterprise,$16.31 
Christian Louboutin Tennis Shoes Size: 43.5,98272,Enterprise,$180.00 
Nike Tennis Shoes Size: 11.5,98274,Enterprise,$16.00 
Nike Tennis Shoes Size: 11,98281,Enterprise,$32.00 
Nike Tennis Shoes Size: 11,98282,Enterprise,$27.00 
Jordan Tennis Shoes Size: 11,98285,Enterprise,$75.02 
Jordan Tennis Shoes Size: 11,98286,Enterprise,$27.00 
Jordan Tennis Shoes Size: 11,98290,Enterprise,$37.00 
Jordan Tennis Shoes Size: 11-1/2,98292,Enterprise,$57.00 
